city_id,city_name,consumers,population,estimated_rent,city_rank,customer_id,customer_name,sale_id,sale_date,total,rating,product_id-2,product_name,price,month
3,Pune,1875000,7500000,15300,9,120,Rudra Nair,5105,24-11-2023,700,4,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,121,Rudra Rao,5103,24-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
3,Pune,1875000,7500000,15300,9,123,Vihaan Verma,5094,24-11-2023,250,4,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,164,Diya Nair,5097,24-11-2023,600,4,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,197,Krishna Reddy,5101,24-11-2023,1200,5,6,French Press Coffee Set,1200,
4,Jaipur,1000000,4000000,10800,8,199,Mira Kumar,5092,24-11-2023,900,2,2,Cold Brew Coffee Pack (6 Bottles),900,
4,Jaipur,1000000,4000000,10800,8,201,Uday Reddy,5106,24-11-2023,1800,4,10,Coffee Gift Hamper,1800,
9,Kolkata,3725000,14900000,16200,7,362,Vivaan Mehta,5091,24-11-2023,350,4,1,Ground Espresso Coffee (250g),350,
10,Surat,1800000,7200000,13500,10,388,Vihaan Pandey,5107,24-11-2023,1800,2,10,Coffee Gift Hamper,1800,
11,Lucknow,950000,3800000,9000,11,405,Vihaan Chopra,5104,24-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
12,Kanpur,775000,3100000,8100,12,423,Kiara Chopra,5109,24-11-2023,550,5,11,Cold Brew Concentrate (500ml),550,
1,Bangalore,3075000,12300000,29700,1,10,Aditya Singh,5117,25-11-2023,250,5,3,Instant Coffee Powder (100g),250,
1,Bangalore,3075000,12300000,29700,1,14,Ananya Mehta,5133,25-11-2023,550,4,11,Cold Brew Concentrate (500ml),550,
1,Bangalore,3075000,12300000,29700,1,18,Arjun Rao,5114,25-11-2023,250,5,3,Instant Coffee Powder (100g),250,
1,Bangalore,3075000,12300000,29700,1,21,Aryan Desai,5124,25-11-2023,1500,5,7,Specialty Coffee Subscription,1500,
1,Bangalore,3075000,12300000,29700,1,21,Aryan Desai,5130,25-11-2023,1800,4,10,Coffee Gift Hamper,1800,
1,Bangalore,3075000,12300000,29700,1,22,Aryan Malhotra,5112,25-11-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
1,Bangalore,3075000,12300000,29700,1,38,Isha Shukla,5119,25-11-2023,600,5,4,Coffee Beans (500g),600,
2,Chennai,2775000,11100000,17100,6,65,Arjun Mishra,5120,25-11-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
3,Pune,1875000,7500000,15300,9,93,Arjun Mehta,5123,25-11-2023,1500,5,7,Specialty Coffee Subscription,1500,
3,Pune,1875000,7500000,15300,9,106,Isha Joshi,5125,25-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
3,Pune,1875000,7500000,15300,9,110,Ishita Reddy,5111,25-11-2023,350,4,1,Ground Espresso Coffee (250g),350,
3,Pune,1875000,7500000,15300,9,126,Vivaan Sinha,5118,25-11-2023,250,4,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,158,Dhruv Kapoor,5116,25-11-2023,250,5,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,159,Dhruv Mishra,5115,25-11-2023,250,2,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,162,Diya Kumar,5134,25-11-2023,550,3,11,Cold Brew Concentrate (500ml),550,
4,Jaipur,1000000,4000000,10800,8,173,Ishita Gupta,5129,25-11-2023,1800,3,10,Coffee Gift Hamper,1800,
4,Jaipur,1000000,4000000,10800,8,176,Ishita Mishra,5121,25-11-2023,1200,3,6,French Press Coffee Set,1200,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,5122,25-11-2023,1200,2,6,French Press Coffee Set,1200,
5,Delhi,7750000,31000000,22500,3,251,Rudra Mehta,5131,25-11-2023,1800,2,10,Coffee Gift Hamper,1800,
5,Delhi,7750000,31000000,22500,3,265,Navya Chopra,5128,25-11-2023,1800,3,10,Coffee Gift Hamper,1800,
6,Mumbai,5100000,20400000,31500,2,283,Vihaan Patel,5113,25-11-2023,250,5,3,Instant Coffee Powder (100g),250,
8,Ahmedabad,2075000,8300000,14400,5,323,Krishna Kapoor,5126,25-11-2023,700,2,9,Organic Green Coffee Beans (500g),700,
10,Surat,1800000,7200000,13500,10,372,Krishna Reddy,5132,25-11-2023,550,4,11,Cold Brew Concentrate (500ml),550,
11,Lucknow,950000,3800000,9000,11,401,Saanvi Agarwal,5135,25-11-2023,550,5,11,Cold Brew Concentrate (500ml),550,
11,Lucknow,950000,3800000,9000,11,409,Krishna Singh,5127,25-11-2023,700,2,9,Organic Green Coffee Beans (500g),700,
1,Bangalore,3075000,12300000,29700,1,9,Aditya Sharma,5160,26-11-2023,550,4,11,Cold Brew Concentrate (500ml),550,
1,Bangalore,3075000,12300000,29700,1,24,Aryan Sharma,5158,26-11-2023,1800,4,10,Coffee Gift Hamper,1800,
2,Chennai,2775000,11100000,17100,6,52,Aditi Rao,5156,26-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
2,Chennai,2775000,11100000,17100,6,76,Isha Chopra,5152,26-11-2023,1200,4,6,French Press Coffee Set,1200,
2,Chennai,2775000,11100000,17100,6,76,Isha Chopra,5159,26-11-2023,1800,4,10,Coffee Gift Hamper,1800,
3,Pune,1875000,7500000,15300,9,86,Aditya Desai,5154,26-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
3,Pune,1875000,7500000,15300,9,106,Isha Joshi,5143,26-11-2023,600,5,4,Coffee Beans (500g),600,
3,Pune,1875000,7500000,15300,9,110,Ishita Reddy,5150,26-11-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
3,Pune,1875000,7500000,15300,9,112,Krishna Sharma,5140,26-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,114,Mira Chopra,5155,26-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,119,Riya Singh,5138,26-11-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,124,Vivaan Desai,5147,26-11-2023,600,4,4,Coffee Beans (500g),600,
3,Pune,1875000,7500000,15300,9,128,Mira Nair,5136,26-11-2023,350,4,1,Ground Espresso Coffee (250g),350,
3,Pune,1875000,7500000,15300,9,131,Meera Shah,5145,26-11-2023,600,4,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,134,Aarav Joshi,5148,26-11-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
4,Jaipur,1000000,4000000,10800,8,137,Aditi Desai,5137,26-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
4,Jaipur,1000000,4000000,10800,8,181,Mira Nair,5162,26-11-2023,550,4,11,Cold Brew Concentrate (500ml),550,
4,Jaipur,1000000,4000000,10800,8,184,Riya Rao,5144,26-11-2023,600,2,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,202,Arjun Gupta,5146,26-11-2023,600,2,4,Coffee Beans (500g),600,
5,Delhi,7750000,31000000,22500,3,219,Ananya Nair,5141,26-11-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
5,Delhi,7750000,31000000,22500,3,221,Ananya Sinha,5161,26-11-2023,550,5,11,Cold Brew Concentrate (500ml),550,
5,Delhi,7750000,31000000,22500,3,245,Navya Mehta,5153,26-11-2023,1200,3,6,French Press Coffee Set,1200,
10,Surat,1800000,7200000,13500,10,389,Vivaan Agarwal,5151,26-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
11,Lucknow,950000,3800000,9000,11,398,Navya Desai,5139,26-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
11,Lucknow,950000,3800000,9000,11,417,Anika Joshi,5142,26-11-2023,250,4,3,Instant Coffee Powder (100g),250,
11,Lucknow,950000,3800000,9000,11,417,Anika Joshi,5157,26-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
14,Indore,825000,3300000,6300,14,484,Riya Chopra,5149,26-11-2023,450,3,5,Coffee Drip Bags (10 Bags),450,
1,Bangalore,3075000,12300000,29700,1,5,Aditi Reddy,5194,27-11-2023,1800,5,10,Coffee Gift Hamper,1800,
1,Bangalore,3075000,12300000,29700,1,7,Aditya Gupta,5186,27-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
1,Bangalore,3075000,12300000,29700,1,19,Arjun Reddy,5174,27-11-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
1,Bangalore,3075000,12300000,29700,1,22,Aryan Malhotra,5187,27-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
1,Bangalore,3075000,12300000,29700,1,27,Dhruv Kumar,5166,27-11-2023,250,5,3,Instant Coffee Powder (100g),250,
2,Chennai,2775000,11100000,17100,6,54,Aditi Sinha,5176,27-11-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
2,Chennai,2775000,11100000,17100,6,73,Diya Rao,5167,27-11-2023,250,4,3,Instant Coffee Powder (100g),250,
2,Chennai,2775000,11100000,17100,6,76,Isha Chopra,5190,27-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,94,Arjun Patel,5172,27-11-2023,600,5,4,Coffee Beans (500g),600,
3,Pune,1875000,7500000,15300,9,100,Dhruv Shukla,5177,27-11-2023,1200,4,6,French Press Coffee Set,1200,
3,Pune,1875000,7500000,15300,9,110,Ishita Reddy,5181,27-11-2023,1500,4,7,Specialty Coffee Subscription,1500,
3,Pune,1875000,7500000,15300,9,111,Kiara Agarwal,5191,27-11-2023,1800,5,10,Coffee Gift Hamper,1800,
3,Pune,1875000,7500000,15300,9,118,Riya Kumar,5189,27-11-2023,700,4,9,Organic Green Coffee Beans (500g),700,
4,Jaipur,1000000,4000000,10800,8,175,Ishita Malhotra,5184,27-11-2023,750,3,8,Flavored Coffee Pods (Pack of 10),750,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,5180,27-11-2023,1500,3,7,Specialty Coffee Subscription,1500,
4,Jaipur,1000000,4000000,10800,8,190,Saanvi Joshi,5173,27-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
4,Jaipur,1000000,4000000,10800,8,193,Vihaan Reddy,5192,27-11-2023,1800,4,10,Coffee Gift Hamper,1800,
5,Delhi,7750000,31000000,22500,3,207,Aditi Agarwal,5185,27-11-2023,700,2,9,Organic Green Coffee Beans (500g),700,
5,Delhi,7750000,31000000,22500,3,210,Aditi Sharma,5170,27-11-2023,250,2,3,Instant Coffee Powder (100g),250,
5,Delhi,7750000,31000000,22500,3,235,Isha Sinha,5168,27-11-2023,250,2,3,Instant Coffee Powder (100g),250,
5,Delhi,7750000,31000000,22500,3,249,Riya Verma,5188,27-11-2023,700,3,9,Organic Green Coffee Beans (500g),700,
5,Delhi,7750000,31000000,22500,3,250,Rudra Joshi,5171,27-11-2023,600,4,4,Coffee Beans (500g),600,
6,Mumbai,5100000,20400000,31500,2,277,Mira Reddy,5183,27-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
6,Mumbai,5100000,20400000,31500,2,277,Mira Reddy,5164,27-11-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
6,Mumbai,5100000,20400000,31500,2,279,Saanvi Rao,5182,27-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
7,Hyderabad,2500000,10000000,22500,4,313,Kiara Singh,5163,27-11-2023,350,3,1,Ground Espresso Coffee (250g),350,
11,Lucknow,950000,3800000,9000,11,415,Samir Nair,5169,27-11-2023,250,3,3,Instant Coffee Powder (100g),250,
12,Kanpur,775000,3100000,8100,12,425,Kiara Sinha,5165,27-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
12,Kanpur,775000,3100000,8100,12,439,Krishna Rao,5175,27-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
13,Nagpur,725000,2900000,7200,13,462,Riya Mehta,5193,27-11-2023,1800,2,10,Coffee Gift Hamper,1800,
14,Indore,825000,3300000,6300,14,481,Mira Malhotra,5179,27-11-2023,1500,2,7,Specialty Coffee Subscription,1500,
14,Indore,825000,3300000,6300,14,484,Riya Chopra,5178,27-11-2023,1200,4,6,French Press Coffee Set,1200,
1,Bangalore,3075000,12300000,29700,1,8,Aditya Malhotra,5216,28-11-2023,1800,4,10,Coffee Gift Hamper,1800,
1,Bangalore,3075000,12300000,29700,1,18,Arjun Rao,5196,28-11-2023,350,5,1,Ground Espresso Coffee (250g),350,
2,Chennai,2775000,11100000,17100,6,52,Aditi Rao,5210,28-11-2023,1500,4,7,Specialty Coffee Subscription,1500,
2,Chennai,2775000,11100000,17100,6,54,Aditi Sinha,5209,28-11-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
2,Chennai,2775000,11100000,17100,6,64,Ananya Singh,5199,28-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
2,Chennai,2775000,11100000,17100,6,70,Aryan Reddy,5197,28-11-2023,350,5,1,Ground Espresso Coffee (250g),350,
2,Chennai,2775000,11100000,17100,6,81,Isha Sharma,5212,28-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
3,Pune,1875000,7500000,15300,9,85,Aditi Mishra,5206,28-11-2023,600,5,4,Coffee Beans (500g),600,
3,Pune,1875000,7500000,15300,9,92,Arjun Kumar,5213,28-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,121,Rudra Rao,5200,28-11-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,122,Rudra Sharma,5215,28-11-2023,1800,5,10,Coffee Gift Hamper,1800,
3,Pune,1875000,7500000,15300,9,130,Ayaan Patel,5214,28-11-2023,1800,5,10,Coffee Gift Hamper,1800,
4,Jaipur,1000000,4000000,10800,8,134,Aarav Joshi,5205,28-11-2023,600,5,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,148,Arjun Gupta,5211,28-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
4,Jaipur,1000000,4000000,10800,8,171,Isha Patel,5201,28-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
4,Jaipur,1000000,4000000,10800,8,192,Shaurya Pandey,5207,28-11-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
5,Delhi,7750000,31000000,22500,3,261,Krishna Chopra,5204,28-11-2023,250,3,3,Instant Coffee Powder (100g),250,
5,Delhi,7750000,31000000,22500,3,261,Krishna Chopra,5208,28-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
5,Delhi,7750000,31000000,22500,3,263,Krishna Mehta,5202,28-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
6,Mumbai,5100000,20400000,31500,2,275,Mira Mehta,5198,28-11-2023,900,2,2,Cold Brew Coffee Pack (6 Bottles),900,
6,Mumbai,5100000,20400000,31500,2,275,Mira Mehta,5195,28-11-2023,350,5,1,Ground Espresso Coffee (250g),350,
8,Ahmedabad,2075000,8300000,14400,5,328,Riya Sharma,5218,28-11-2023,1800,5,10,Coffee Gift Hamper,1800,
9,Kolkata,3725000,14900000,16200,7,354,Riya Pandey,5203,28-11-2023,250,2,3,Instant Coffee Powder (100g),250,
14,Indore,825000,3300000,6300,14,495,Aarav Sharma,5217,28-11-2023,1800,3,10,Coffee Gift Hamper,1800,
1,Bangalore,3075000,12300000,29700,1,11,Ananya Gupta,5225,29-11-2023,600,4,4,Coffee Beans (500g),600,
1,Bangalore,3075000,12300000,29700,1,29,Dhruv Mehta,5221,29-11-2023,250,5,3,Instant Coffee Powder (100g),250,
1,Bangalore,3075000,12300000,29700,1,30,Dhruv Singh,5222,29-11-2023,250,5,3,Instant Coffee Powder (100g),250,
2,Chennai,2775000,11100000,17100,6,40,Aarav Chopra,5226,29-11-2023,600,4,4,Coffee Beans (500g),600,
2,Chennai,2775000,11100000,17100,6,58,Ananya Chopra,5242,29-11-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
2,Chennai,2775000,11100000,17100,6,63,Ananya Shukla,5240,29-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
2,Chennai,2775000,11100000,17100,6,67,Aryan Kumar,5251,29-11-2023,550,5,11,Cold Brew Concentrate (500ml),550,
3,Pune,1875000,7500000,15300,9,89,Ananya Rao,5253,29-11-2023,550,5,11,Cold Brew Concentrate (500ml),550,
3,Pune,1875000,7500000,15300,9,91,Arjun Kapoor,5245,29-11-2023,700,4,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,114,Mira Chopra,5232,29-11-2023,1200,4,6,French Press Coffee Set,1200,
3,Pune,1875000,7500000,15300,9,122,Rudra Sharma,5237,29-11-2023,1500,5,7,Specialty Coffee Subscription,1500,
3,Pune,1875000,7500000,15300,9,132,Veer Kapoor,5238,29-11-2023,1500,5,7,Specialty Coffee Subscription,1500,
4,Jaipur,1000000,4000000,10800,8,136,Aarav Reddy,5229,29-11-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
4,Jaipur,1000000,4000000,10800,8,138,Aditi Mehta,5243,29-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
4,Jaipur,1000000,4000000,10800,8,150,Arjun Verma,5220,29-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
4,Jaipur,1000000,4000000,10800,8,166,Diya Sharma,5234,29-11-2023,1200,5,6,French Press Coffee Set,1200,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,5249,29-11-2023,1800,5,10,Coffee Gift Hamper,1800,
5,Delhi,7750000,31000000,22500,3,205,Aarav Mehta,5219,29-11-2023,350,3,1,Ground Espresso Coffee (250g),350,
5,Delhi,7750000,31000000,22500,3,205,Aarav Mehta,5239,29-11-2023,1500,4,7,Specialty Coffee Subscription,1500,
5,Delhi,7750000,31000000,22500,3,243,Navya Agarwal,5227,29-11-2023,600,5,4,Coffee Beans (500g),600,
5,Delhi,7750000,31000000,22500,3,256,Vivaan Chopra,5247,29-11-2023,700,4,9,Organic Green Coffee Beans (500g),700,
5,Delhi,7750000,31000000,22500,3,260,Kiara Sinha,5231,29-11-2023,1200,2,6,French Press Coffee Set,1200,
5,Delhi,7750000,31000000,22500,3,268,Nikhil Jain,5246,29-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
6,Mumbai,5100000,20400000,31500,2,275,Mira Mehta,5228,29-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
6,Mumbai,5100000,20400000,31500,2,275,Mira Mehta,5244,29-11-2023,700,4,9,Organic Green Coffee Beans (500g),700,
6,Mumbai,5100000,20400000,31500,2,290,Mira Desai,5236,29-11-2023,1500,3,7,Specialty Coffee Subscription,1500,
7,Hyderabad,2500000,10000000,22500,4,298,Ishita Pandey,5223,29-11-2023,250,5,3,Instant Coffee Powder (100g),250,
8,Ahmedabad,2075000,8300000,14400,5,329,Riya Sinha,5224,29-11-2023,600,2,4,Coffee Beans (500g),600,
10,Surat,1800000,7200000,13500,10,372,Krishna Reddy,5233,29-11-2023,1200,3,6,French Press Coffee Set,1200,
12,Kanpur,775000,3100000,8100,12,427,Mira Pandey,5250,29-11-2023,550,2,11,Cold Brew Concentrate (500ml),550,
12,Kanpur,775000,3100000,8100,12,445,Navya Nair,5235,29-11-2023,1200,5,6,French Press Coffee Set,1200,
12,Kanpur,775000,3100000,8100,12,452,Gaurav N,5248,29-11-2023,700,2,9,Organic Green Coffee Beans (500g),700,
14,Indore,825000,3300000,6300,14,479,Krishna Kumar,5230,29-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
14,Indore,825000,3300000,6300,14,482,Navya Nair,5241,29-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
14,Indore,825000,3300000,6300,14,496,Priya Chaudhary,5252,29-11-2023,550,2,11,Cold Brew Concentrate (500ml),550,
1,Bangalore,3075000,12300000,29700,1,13,Ananya Malhotra,5273,30-11-2023,1800,4,10,Coffee Gift Hamper,1800,
2,Chennai,2775000,11100000,17100,6,47,Aarav Verma,5272,30-11-2023,700,5,9,Organic Green Coffee Beans (500g),700,
2,Chennai,2775000,11100000,17100,6,56,Aditya Reddy,5271,30-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
2,Chennai,2775000,11100000,17100,6,59,Ananya Desai,5256,30-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
2,Chennai,2775000,11100000,17100,6,68,Aryan Mishra,5263,30-11-2023,250,5,3,Instant Coffee Powder (100g),250,
2,Chennai,2775000,11100000,17100,6,77,Isha Desai,5261,30-11-2023,250,5,3,Instant Coffee Powder (100g),250,
3,Pune,1875000,7500000,15300,9,106,Isha Joshi,5267,30-11-2023,1200,4,6,French Press Coffee Set,1200,
3,Pune,1875000,7500000,15300,9,118,Riya Kumar,5254,30-11-2023,350,4,1,Ground Espresso Coffee (250g),350,
3,Pune,1875000,7500000,15300,9,131,Meera Shah,5255,30-11-2023,350,5,1,Ground Espresso Coffee (250g),350,
3,Pune,1875000,7500000,15300,9,133,Abhay Singh,5264,30-11-2023,600,5,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,143,Aditya Mishra,5268,30-11-2023,1500,5,7,Specialty Coffee Subscription,1500,
4,Jaipur,1000000,4000000,10800,8,151,Aryan Agarwal,5269,30-11-2023,1500,4,7,Specialty Coffee Subscription,1500,
4,Jaipur,1000000,4000000,10800,8,156,Dhruv Desai,5275,30-11-2023,550,2,11,Cold Brew Concentrate (500ml),550,
5,Delhi,7750000,31000000,22500,3,233,Diya Singh,5270,30-11-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
5,Delhi,7750000,31000000,22500,3,240,Krishna Malhotra,5257,30-11-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
5,Delhi,7750000,31000000,22500,3,254,Shaurya Gupta,5259,30-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
7,Hyderabad,2500000,10000000,22500,4,304,Riya Reddy,5266,30-11-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
8,Ahmedabad,2075000,8300000,14400,5,328,Riya Sharma,5265,30-11-2023,600,4,4,Coffee Beans (500g),600,
8,Ahmedabad,2075000,8300000,14400,5,332,Shaurya Joshi,5258,30-11-2023,900,3,2,Cold Brew Coffee Pack (6 Bottles),900,
10,Surat,1800000,7200000,13500,10,376,Navya Kumar,5260,30-11-2023,250,5,3,Instant Coffee Powder (100g),250,
10,Surat,1800000,7200000,13500,10,393,Mira Patel,5274,30-11-2023,1800,2,10,Coffee Gift Hamper,1800,
12,Kanpur,775000,3100000,8100,12,434,Saanvi Malhotra,5262,30-11-2023,250,3,3,Instant Coffee Powder (100g),250,
1,Bangalore,3075000,12300000,29700,1,13,Ananya Malhotra,5327,01-12-2023,700,4,9,Organic Green Coffee Beans (500g),700,
1,Bangalore,3075000,12300000,29700,1,23,Aryan Patel,5319,01-12-2023,750,5,8,Flavored Coffee Pods (Pack of 10),750,
1,Bangalore,3075000,12300000,29700,1,26,Dhruv Agarwal,5314,01-12-2023,1500,4,7,Specialty Coffee Subscription,1500,
1,Bangalore,3075000,12300000,29700,1,27,Dhruv Kumar,5337,01-12-2023,550,5,11,Cold Brew Concentrate (500ml),550,
1,Bangalore,3075000,12300000,29700,1,28,Dhruv Malhotra,5279,01-12-2023,350,5,1,Ground Espresso Coffee (250g),350,
1,Bangalore,3075000,12300000,29700,1,32,Diya Desai,5325,01-12-2023,700,5,9,Organic Green Coffee Beans (500g),700,
1,Bangalore,3075000,12300000,29700,1,32,Diya Desai,5333,01-12-2023,1800,4,10,Coffee Gift Hamper,1800,
2,Chennai,2775000,11100000,17100,6,51,Aditi Patel,5318,01-12-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
2,Chennai,2775000,11100000,17100,6,55,Aditya Agarwal,5324,01-12-2023,700,4,9,Organic Green Coffee Beans (500g),700,
2,Chennai,2775000,11100000,17100,6,58,Ananya Chopra,5330,01-12-2023,1800,4,10,Coffee Gift Hamper,1800,
2,Chennai,2775000,11100000,17100,6,70,Aryan Reddy,5306,01-12-2023,1200,5,6,French Press Coffee Set,1200,
2,Chennai,2775000,11100000,17100,6,80,Isha Pandey,5301,01-12-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
2,Chennai,2775000,11100000,17100,6,81,Isha Sharma,5286,01-12-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,83,Aarav Patel,5317,01-12-2023,750,4,8,Flavored Coffee Pods (Pack of 10),750,
3,Pune,1875000,7500000,15300,9,87,Aditya Verma,5322,01-12-2023,700,4,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,88,Ananya Kapoor,5323,01-12-2023,700,4,9,Organic Green Coffee Beans (500g),700,
3,Pune,1875000,7500000,15300,9,100,Dhruv Shukla,5315,01-12-2023,1500,5,7,Specialty Coffee Subscription,1500,
3,Pune,1875000,7500000,15300,9,106,Isha Joshi,5296,01-12-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
3,Pune,1875000,7500000,15300,9,112,Krishna Sharma,5283,01-12-2023,900,5,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,115,Mira Kumar,5334,01-12-2023,1800,4,10,Coffee Gift Hamper,1800,
3,Pune,1875000,7500000,15300,9,118,Riya Kumar,5277,01-12-2023,350,5,1,Ground Espresso Coffee (250g),350,
3,Pune,1875000,7500000,15300,9,119,Riya Singh,5300,01-12-2023,450,4,5,Coffee Drip Bags (10 Bags),450,
3,Pune,1875000,7500000,15300,9,120,Rudra Nair,5310,01-12-2023,1500,4,7,Specialty Coffee Subscription,1500,
3,Pune,1875000,7500000,15300,9,124,Vivaan Desai,5287,01-12-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,129,Aditi Gupta,5293,01-12-2023,600,5,4,Coffee Beans (500g),600,
3,Pune,1875000,7500000,15300,9,132,Veer Kapoor,5282,01-12-2023,900,4,2,Cold Brew Coffee Pack (6 Bottles),900,
3,Pune,1875000,7500000,15300,9,133,Abhay Singh,5281,01-12-2023,350,3,1,Ground Espresso Coffee (250g),350,
4,Jaipur,1000000,4000000,10800,8,144,Aditya Pandey,5291,01-12-2023,250,5,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,145,Aditya Patel,5329,01-12-2023,1800,2,10,Coffee Gift Hamper,1800,
4,Jaipur,1000000,4000000,10800,8,161,Dhruv Rao,5299,01-12-2023,450,2,5,Coffee Drip Bags (10 Bags),450,
4,Jaipur,1000000,4000000,10800,8,170,Isha Mehta,5276,01-12-2023,350,5,1,Ground Espresso Coffee (250g),350,
4,Jaipur,1000000,4000000,10800,8,174,Ishita Kumar,5335,01-12-2023,550,3,11,Cold Brew Concentrate (500ml),550,
4,Jaipur,1000000,4000000,10800,8,188,Rudra Reddy,5288,01-12-2023,250,4,3,Instant Coffee Powder (100g),250,
4,Jaipur,1000000,4000000,10800,8,190,Saanvi Joshi,5313,01-12-2023,1500,2,7,Specialty Coffee Subscription,1500,
4,Jaipur,1000000,4000000,10800,8,197,Krishna Reddy,5295,01-12-2023,600,5,4,Coffee Beans (500g),600,
4,Jaipur,1000000,4000000,10800,8,201,Uday Reddy,5297,01-12-2023,450,5,5,Coffee Drip Bags (10 Bags),450,
5,Delhi,7750000,31000000,22500,3,210,Aditi Sharma,5289,01-12-2023,250,4,3,Instant Coffee Powder (100g),250,
